COUNTRY,ISO3,WHO_REGION,DATA_SOURCE,DATE_UPDATED,TOTAL_VACCINATIONS,PERSONS_VACCINATED_1PLUS_DOSE,TOTAL_VACCINATIONS_PER100,PERSONS_VACCINATED_1PLUS_DOSE_PER100,PERSONS_FULLY_VACCINATED,PERSONS_FULLY_VACCINATED_PER100,VACCINES_USED,FIRST_VACCINE_DATE,NUMBER_VACCINES_TYPES_USED,PERSONS_BOOSTER_ADD_DOSE,PERSONS_BOOSTER_ADD_DOSE_PER100
Aruba,ABW,AMRO,REPORTING,2023-01-06,174153,90155,163.117,84.442,83998,78.675,"Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty",2021-02-17,2,,
Australia,AUS,WPRO,REPORTING,2023-01-04,64549484,22235240,253.136,87.197,21655300,84.923,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2021-02-21,5,14328433,56.19
Austria,AUT,EURO,REPORTING,2023-01-08,20323606,6897219,228.3,77.596,6679287,75.039,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Moderna – Spikevax Bivalent Original/Omicron BA.1,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.1,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.4/BA.5,Unknown Vaccine,Valneva - VLA2001",2020-12-30,10,5399097,60.657
Azerbaijan,AZE,EURO,REPORTING,2023-01-08,13795966,5421993,136.1,53.476,4879714,48.127,"AstraZeneca - Vaxzevria,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-20,5,3494261,34.463
Bahamas,BHS,AMRO,REPORTING,2023-01-06,364701,174147,92.742,44.285,165633,42.12,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-14,4,33585,8.54
Bahrain,BHR,EMRO,REPORTING,2022-12-21,3476633,1241174,204.319,72.943,1226796,72.098,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2020-11-04,11,1008663,59.278
Bangladesh,BGD,SEARO,REPORTING,2023-01-16,346605580,150584398,210.46,91.435,130405812,79.183,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-01-27,8,65615370,39.842
Barbados,BRB,AMRO,REPORTING,2023-01-06,381013,163833,132.584,57.01,155010,53.94,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-01-08,5,62170,21.634
Belarus,BLR,EURO,REPORTING,2023-01-08,18630189,6522522,197.2,69.026,6407034,67.804,"Beijing CNBG - BBIBP-CorV,Chumakov - Covi-Vac,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light",2021-02-03,4,5597055,59.232
Belgium,BEL,EURO,REPORTING,2023-01-08,29089615,9253495,252.5,80.308,9157241,79.473,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-30,4,7241185,62.844
Belize,BLZ,AMRO,REPORTING,2023-01-06,501952,251862,126.237,63.341,221279,55.65,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-01,5,51110,12.854
Benin,BEN,AFRO,REPORTING,2022-12-18,4232541,3697190,34.913,30.497,2742837,22.625,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-29,5,,
Bermuda,BMU,AMRO,REPORTING,2023-01-06,132042,48554,212.037,77.97,47657,76.529,"AstraZeneca - Vaxzevria,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-11,3,31829,51.112
Bhutan,BTN,SEARO,REPORTING,2022-10-30,2011426,699116,260.68,90.605,677669,87.826,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-27,5,634641,82.249
Bolivia (Plurinational State of),BOL,AMRO,REPORTING,2023-01-06,15639099,7443075,133.976,63.763,6250346,53.545,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-01-30,7,2374378,20.341
Bonaire,XAA,AMRO,REPORTING,2023-01-06,41537,17460,198.599,83.481,15919,76.113,,,,8158,39.005
"Bonaire, Sint Eustatius and Saba",BES,AMRO,OWID,2021-09-01,35845,19109,137.934,73.533,16736,64.401,"Moderna - mRNA-1273, Pfizer BioNTech - Comirnaty",,2,,
Bosnia and Herzegovina,BIH,EURO,REPORTING,2022-01-29,1924950,943394,58.7,28.755,846080,25.789,"AstraZeneca - AZD1222, Pfizer BioNTech - Comirnaty, Sinovac - CoronaVac, Gamaleya - Sputnik V",,4,,
Botswana,BWA,AFRO,REPORTING,2023-01-01,3121142,1691984,132.723,71.95,1427883,60.719,"Bharat - Covaxin,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-26,6,502795,21.381
Brazil,BRA,AMRO,REPORTING,2023-01-06,498527141,186356570,234.535,87.673,169019740,79.516,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-01-17,5,107674749,50.656
British Virgin Islands,VGB,AMRO,REPORTING,2023-01-06,41453,19466,137.094,64.378,18261,60.393,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S",2021-02-11,2,3726,12.323
Brunei Darussalam,BRN,WPRO,REPORTING,2022-11-25,1283392,450404,293.361,102.954,445929,101.932,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-04-03,5,338987,77.486
Bulgaria,BGR,EURO,REPORTING,2023-01-08,4608942,2105767,66.3,30.292,2077453,29.885,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-30,4,828834,11.923
Burkina Faso,BFA,AFRO,REPORTING,2022-11-27,5117982,4366726,24.484,20.89,3335753,15.958,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,SII - Covishield",2021-06-02,3,,
Burundi,BDI,AFRO,REPORTING,2023-01-01,32265,30324,0.271,0.255,29739,0.25,Beijing CNBG - BBIBP-CorV,2021-10-18,1,285,0.002
Cabo Verde,CPV,AFRO,REPORTING,2022-09-25,859940,356734,154.669,64.162,308720,55.526,"Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-18,4,749,0.135
Cambodia,KHM,WPRO,REPORTING,2023-01-06,45271453,15244858,270.779,91.183,14609937,87.385,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-02-10,7,10433215,62.403
Cameroon,CMR,AFRO,REPORTING,2022-12-25,4003595,3652047,15.082,13.757,3111642,11.722,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-04-12,4,454680,1.713
Canada,CAN,AMRO,REPORTING,2023-01-06,92773774,32607410,245.809,86.395,31257262,82.818,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2020-12-14,5,19631865,52.016
Cayman Islands,CYM,AMRO,REPORTING,2023-01-06,150126,61826,228.433,94.075,60539,92.117,Pfizer BioNTech - Comirnaty,2021-01-15,1,24064,36.616
Central African Republic,CAF,AFRO,REPORTING,2023-01-08,2457192,2064227,50.876,42.74,2014011,41.7,"Bharat - Covaxin,SII - Covishield",2021-03-19,2,214090,4.433
Chad,TCD,AFRO,REPORTING,2022-12-11,3891785,3750058,23.693,22.83,3625087,22.069,Beijing CNBG - BBIBP-CorV,2021-06-04,1,,
Chile,CHL,AMRO,REPORTING,2023-01-06,63793606,18083129,333.715,94.596,17695964,92.571,"AstraZeneca - Vaxzevria,CanSino - Convidecia,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2020-12-21,5,15710464,82.184
China,CHN,WPRO,REPORTING,2022-11-29,3465113661,1307511577,235.516,88.869,1277356924,86.819,"Anhui ZL - Zifivax,Beijing CNBG - BBIBP-CorV,CanSino - Convidecia,IMB - Covidful,Pfizer BioNTech - Comirnaty,Shenzhen - LV-SMENP-DC,Sinovac - CoronaVac,Wuhan CNBG - Inactivated",2020-07-22,8,804850776,54.704
Colombia,COL,AMRO,REPORTING,2023-01-06,90046356,42938872,176.968,84.388,36919986,72.559,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-02-17,5,14614758,28.722
Comoros,COM,AFRO,REPORTING,2022-10-02,835021,438825,96.023,50.463,397080,45.662,"Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,SII - Covishield",2021-04-10,3,,
Congo,COG,AFRO,REPORTING,2022-07-31,833210,695760,15.1,12.609,654119,11.854,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,SII - Covishield",2021-03-23,4,,
Cook Islands,COK,WPRO,REPORTING,2022-05-10,39612,15020,225.529,85.516,14676,83.557,Pfizer BioNTech - Comirnaty,2021-05-17,1,9916,56.456
Costa Rica,CRI,AMRO,REPORTING,2023-01-06,12666724,4594450,248.654,90.191,4300356,84.418,"AstraZeneca - Vaxzevria,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-24,3,2791092,54.79
Côte d’Ivoire,CIV,AFRO,REPORTING,2022-12-18,23755644,13148381,90.058,49.845,11660147,44.204,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-01,5,2031641,7.702
Croatia,HRV,EURO,REPORTING,2022-10-23,5357755,2317461,132,57.141,2244181,55.3,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty,Unknown Vaccine",2020-12-23,6,954875,23.53
Cuba,CUB,AMRO,REPORTING,2023-01-06,37982509,10720048,335.339,94.645,10004424,88.327,"CIGB - CIGB-66,Finlay - Soberana Plus,Finlay - Soberana-02",,3,8676294,76.601
Curaçao,CUW,AMRO,REPORTING,2023-01-06,256029,108601,156.027,66.183,99955,60.914,"AstraZeneca - Vaxzevria,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-02-24,3,47473,28.931
Cyprus,CYP,EURO,REPORTING,2022-12-25,1847465,667902,208,75.214,655870,73.859,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2020-12-23,5,486513,54.787
Czechia,CZE,EURO,REPORTING,2023-01-01,18578127,6969979,173.7,65.177,6885426,64.386,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.1,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.4/BA.5",2020-12-23,7,4359238,40.764
Democratic Republic of the Congo,COD,AFRO,REPORTING,2022-12-11,17435502,9045823,19.468,10.1,6756571,7.544,SII - Covishield,2021-04-19,1,,
Denmark,DNK,EURO,REPORTING,2023-01-08,15122383,4802281,259.7,82.474,4789226,82.25,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Unknown Vaccine",2020-12-16,5,3671513,63.054
Djibouti,DJI,EMRO,REPORTING,2022-12-07,338051,317428,34.216,32.128,297060,30.067,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-15,11,,
Dominica,DMA,AMRO,REPORTING,2023-01-06,67647,32995,93.966,45.832,30659,42.587,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-12,5,3993,5.547
Dominican Republic,DOM,AMRO,REPORTING,2023-01-06,15887155,7300637,146.454,67.3,6071986,55.974,"AstraZeneca - Vaxzevria,SII - Covishield,Sinovac - CoronaVac",2021-02-16,3,2514532,23.18
Ecuador,ECU,AMRO,REPORTING,2023-01-06,39329543,15318049,222.918,86.822,14217512,80.584,"AstraZeneca - Vaxzevria,CanSino - Convidecia,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-20,4,7651219,43.367
Egypt,EGY,EMRO,REPORTING,2023-01-15,101227614,53809712,98.918,52.582,40149703,39.234,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-24,10,10041797,9.813
El Salvador,SLV,AMRO,REPORTING,2023-01-06,11343183,4641961,174.882,71.567,4381204,67.546,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-02-17,6,1870848,28.843
Equatorial Guinea,GNQ,AFRO,REPORTING,2022-07-24,488738,270109,34.836,19.252,214032,15.255,"Beijing CNBG - BBIBP-CorV,Sinovac - CoronaVac",2021-02-12,2,4597,0.328
Eritrea,ERI,AFRO,REPORTING,2022-07-03,,0,,0,0,0,,,,,
Estonia,EST,EURO,REPORTING,2023-01-08,2189920,844677,164.8,63.558,835572,62.873,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Moderna – Spikevax Bivalent Original/Omicron BA.1,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.1,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.4/BA.5",2020-12-23,8,485868,36.56
Eswatini,SWZ,AFRO,REPORTING,2022-12-11,773579,507582,66.678,43.751,413251,35.62,"Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-19,3,147518,12.715
Ethiopia,ETH,AFRO,REPORTING,2022-07-31,52509414,43111242,45.675,37.5,36707357,31.93,"Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,Janssen - Ad26.COV 2-S,SII - Covishield",2021-03-13,4,2421781,2.107
Falkland Islands (Malvinas),FLK,AMRO,REPORTING,2022-06-21,9390,3220,269.595,92.449,2976,85.444,AstraZeneca - AZD1222,,1,2543,73.012
Faroe Islands,FRO,EURO,OWID,2022-02-18,103894,41715,212.614,85.368,40895,83.69,"Moderna - mRNA-1273, Pfizer BioNTech - Comirnaty",,2,21284,43.557
Fiji,FJI,WPRO,REPORTING,2022-11-03,1545993,710767,172.458,79.287,639428,71.329,"AstraZeneca - Vaxzevria,Moderna - Spikevax,SII - Covishield",2021-03-07,3,168323,18.777
Finland,FIN,EURO,REPORTING,2023-01-08,13204202,4545881,239,82.274,4362980,78.964,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Unknown Vaccine",2020-12-23,5,3080926,55.76
France,FRA,EURO,REPORTING,2023-01-08,157206259,54634803,233.5,81.157,53136001,78.93,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty,Unknown Vaccine",2020-12-30,6,40936035,60.808
French Guiana,GUF,AMRO,REPORTING,2023-01-06,238670,99630,79.908,33.357,89997,30.131,"Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-13,2,45894,15.366
French Polynesia,PYF,WPRO,REPORTING,2022-09-30,498258,190658,177.374,67.872,186038,66.227,"Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty",2021-01-18,2,112237,39.955
Gabon,GAB,AFRO,REPORTING,2022-11-27,572672,311040,25.73,13.975,257378,11.564,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Pfizer BioNTech - Comirnaty",2021-03-23,3,2589,0.116
Gambia,GMB,AFRO,REPORTING,2022-11-13,815861,934799,33.76,38.681,454613,18.812,"Beijing CNBG - BBIBP-CorV,SII - Covishield",2021-03-10,2,31322,1.296
Georgia,GEO,EURO,REPORTING,2022-11-27,2727974,1296336,68.4,32.496,1182310,29.638,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-03-17,4,249328,6.25
Germany,DEU,EURO,REPORTING,2023-01-08,192798040,64841957,231.8,77.966,63539560,76.4,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Moderna – Spikevax Bivalent Original/Omicron  - Generic,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron - Generic,Unknown Vaccine,Valneva - VLA2001",2020-12-23,9,52090188,62.633
Ghana,GHA,AFRO,REPORTING,2022-12-11,21400939,12163179,68.873,39.144,9183560,29.555,"Gamaleya - Gam-Covid-Vac,SII - Covishield",2021-03-02,2,2744852,8.834
Gibraltar,GIB,EURO,OWID,2022-12-16,132810,42175,394.2,125.182,41465,123.074,"AstraZeneca - AZD1222, Pfizer BioNTech - Comirnaty",,2,49170,145.944
Greece,GRC,EURO,REPORTING,2023-01-08,21917786,7913651,204.5,73.831,7740878,72.219,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.1,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.4/BA.5",2020-12-23,7,5901981,55.063
Greenland,GRL,EURO,OWID,2022-03-14,79738,41227,140.453,72.619,38511,67.834,Moderna - mRNA-1273,,1,,
Grenada,GRD,AMRO,REPORTING,2023-01-06,90507,44180,80.434,39.263,38975,34.637,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-15,5,7352,6.534
Guadeloupe,GLP,AMRO,REPORTING,2023-01-06,392954,151295,98.208,37.812,145368,36.331,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2021-01-08,7,88259,22.058
Guam,GUM,WPRO,REPORTING,2022-08-23,368088,155225,218.094,91.972,141014,83.551,"Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-04,3,72131,42.738
Guatemala,GTM,AMRO,REPORTING,2023-01-06,19975346,8859479,111.497,49.451,7032566,39.254,"AstraZeneca - Vaxzevria,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-25,5,3590652,20.042
Guernsey,GGY,EURO,OWID,2022-12-19,178525,54223,276.92,84.108,52710,81.761,"Moderna - mRNA-1273, AstraZeneca - AZD1222, Pfizer BioNTech - Comirnaty",,3,69339,107.556
Guinea,GIN,AFRO,REPORTING,2022-12-04,8749048,6087292,66.62,46.352,3293736,25.08,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-05,6,223977,1.705
Guinea-Bissau,GNB,AFRO,REPORTING,2022-12-04,673091,774740,34.202,39.367,426325,21.663,"Beijing CNBG - BBIBP-CorV,SII - Covishield",2021-04-02,2,906,0.046
Guyana,GUY,AMRO,REPORTING,2023-01-06,953690,493404,121.249,62.73,380118,48.327,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-11,7,75969,9.658
Haiti,HTI,AMRO,REPORTING,2023-01-06,512556,402110,4.495,3.526,238246,2.089,"Janssen - Ad26.COV 2-S,Moderna - Spikevax",,2,,
Honduras,HND,AMRO,REPORTING,2023-01-06,16850623,6448366,170.129,65.105,5765185,58.207,"AstraZeneca - Vaxzevria,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-22,6,4637447,46.821
Hungary,HUN,EURO,REPORTING,2023-01-08,16557752,6357328,169.5,65.073,6150793,62.959,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.1,Sinovac - CoronaVac",2020-12-23,8,3867327,39.586
Iceland,ISL,EURO,REPORTING,2022-12-18,863954,307196,237.3,84.37,297829,81.791,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2020-12-30,5,254021,69.76
India,IND,SEARO,REPORTING,2023-01-17,2201853088,1025666791,159.554,74.323,951500798,68.949,"Bharat - Covaxin,Biological E - Corbevax,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,SII - Covishield,SII - Covovax,Zydus - ZyCov-D",2021-01-16,8,224685499,16.282
Indonesia,IDN,SEARO,REPORTING,2023-01-17,444303130,203657535,162.437,74.457,172693321,63.137,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-13,7,67952274,24.843
Iran (Islamic Republic of),IRN,EMRO,REPORTING,2023-01-16,154942435,65132600,184.471,77.545,58527648,69.682,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Finlay - Soberana-02,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Shifa - COVIran Barakat,Sinovac - CoronaVac",2021-02-09,12,31282187,37.244
